,date_time,instrument,client,price,mid,vol_MM,dv01,num_dealers,side,won
332920,2019-08-13 15:23:34.0,G,C,109.699,109.752,0.925,7.6342,5,1,0
332986,2019-09-13 08:51:30.0,C,D,111.667,111.6168,0.134,10.1168,8,-1,0
332993,2019-09-13 10:14:10.0,C,A,111.52,111.5204,0.75,10.1079,4,-1,0
333078,2019-04-02 15:13:12.0,F,B,110.029,110.0672,0.007,13.487,5,1,0
333128,2019-05-02 10:29:09.0,A,A,104.724,104.6741,10.0,9.0732,5,-1,0
333141,2019-05-02 10:35:50.0,L,B,100.575,100.5555,1.5,5.2267,5,-1,0
333146,2019-05-02 15:35:06.0,D,B,103.286,103.1963,0.023,14.4249,5,-1,0
333221,2019-07-02 13:09:06.0,A,A,110.53,110.5302,2.187,9.4996,5,1,0
333222,2019-07-02 15:11:49.0,L,A,102.567,102.5668,0.094,5.1885,5,-1,0
333225,2019-07-02 11:07:59.0,F,A,122.848,122.6922,4.5,15.0807,5,-1,0
333226,2019-07-02 13:27:00.0,A,A,110.514,110.5149,8.25,9.499,5,1,0
333227,2019-07-02 12:28:02.0,K,B,128.926,128.9262,0.003,7.1185,5,1,0
333230,2019-07-02 13:27:35.0,F,A,122.743,122.7322,4.5,15.0857,4,-1,0
333239,2019-07-02 11:58:09.0,B,A,133.476,133.5211,2.0,28.9253,6,1,0
333242,2019-07-02 14:03:53.0,D,A,115.896,115.8719,0.16,16.3503,6,-1,0
333248,2019-07-02 08:47:24.0,L,A,102.51,102.7834,51.536,4.1793,2,-1,0
333305,2019-08-02 14:01:49.0,C,A,111.813,111.8375,0.49,10.2519,5,1,0
333314,2019-08-02 07:22:28.0,A,C,111.188,111.1205,0.05,9.4689,5,-1,0
333319,2019-08-02 10:02:40.0,L,B,102.711,102.6992,0.1,5.1051,5,-1,0
333320,2019-08-02 11:50:40.0,K,B,129.035,129.0797,0.007,7.0378,5,1,0
333328,2019-08-02 08:02:24.0,E,D,102.868,102.8852,0.019,4.0924,3,1,0
333335,2019-08-02 11:15:49.0,B,A,137.26,137.26,10.92,29.8514,2,1,0
333365,2019-09-02 15:15:38.0,L,A,103.027,103.0115,0.146,5.0433,5,-1,0
333372,2019-09-02 09:48:07.0,J,A,119.384,119.2706,6.25,11.9388,5,-1,0
333373,2019-09-02 09:48:58.0,C,A,113.147,113.0933,7.5,10.3064,5,-1,0
333387,2019-09-02 08:34:57.0,D,A,119.898,119.8505,0.7,16.8422,5,-1,0
333388,2019-09-02 10:06:17.0,G,A,110.381,110.4201,19.0,7.6324,3,1,1
333389,2019-09-02 10:39:41.0,D,A,119.619,119.5847,0.8,16.8002,5,-1,0
333390,2019-09-02 13:33:32.0,C,A,113.126,113.0845,6.5,10.3049,5,-1,0
333391,2019-09-02 14:53:43.0,H,A,114.29,114.3596,10.0,7.2569,5,1,0
333392,2019-09-02 14:54:13.0,G,A,110.19,110.3777,9.5,7.6292,5,1,0
333735,2019-04-03 15:15:24.0,C,C,103.01,102.967,0.126,9.6224,5,-1,0
333736,2019-04-03 15:18:36.0,B,C,108.791,108.724,0.004,22.4835,5,-1,0
333767,2019-05-20 14:06:32.0,G,B,106.001,106.001,0.017,7.5539,5,1,0
333772,2019-05-20 09:30:05.0,E,D,101.872,101.847,0.168,4.2499,11,-1,0
333840,2019-06-20 13:40:27.0,B,A,132.198,132.1032,2.75,28.5584,6,-1,0
333841,2019-06-20 14:04:10.0,B,A,131.943,131.8982,2.75,28.5103,3,-1,0
333843,2019-06-20 14:24:18.0,D,A,114.251,114.2996,4.75,16.1173,6,1,0
333919,2019-08-20 13:48:53.0,C,B,113.246,113.5707,0.003,10.3909,10,1,0
333930,2019-08-20 09:46:49.0,J,A,119.457,119.5368,6.75,12.0041,5,1,0
334183,2019-02-21 15:50:54.0,C,D,101.204,101.2245,0.274,9.5282,15,1,0
334240,2019-03-21 13:30:17.0,A,B,103.521,103.521,0.001,9.0626,5,1,0
334243,2019-03-21 09:47:55.0,C,A,103.222,103.1769,8.0,9.6721,6,-1,0
334247,2019-03-21 16:06:01.0,I,C,113.478,113.485,0.226,5.9905,5,1,0
334322,2019-05-21 10:30:17.0,K,B,127.157,127.1565,0.003,7.1119,5,1,1
334323,2019-05-21 13:48:25.0,B,B,114.25,114.336,0.016,23.8918,5,1,0
334325,2019-05-21 15:55:07.0,C,B,105.447,105.4854,2.25,9.7736,5,1,0
334331,2019-05-21 10:36:22.0,C,A,105.577,105.5902,12.0,9.7853,3,1,1
334366,2019-06-21 15:16:23.0,A,A,109.256,109.2556,0.156,9.3976,5,1,0
334373,2019-06-21 07:55:04.0,B,A,130.771,131.0533,0.75,28.2757,5,1,0
334377,2019-06-21 10:41:09.0,A,B,109.451,109.451,0.011,9.417,5,-1,0
334378,2019-06-21 15:08:25.0,J,B,115.015,115.0361,0.015,11.6344,5,1,0
334379,2019-06-21 10:03:49.0,B,A,130.907,131.0083,0.9,28.2664,6,1,0
334455,2019-08-21 14:22:44.0,C,A,113.473,113.5419,8.2,10.3868,4,1,0
334456,2019-08-21 14:25:57.0,J,A,119.676,119.7563,7.0,12.0283,4,1,0
334464,2019-08-21 13:06:38.0,L,A,102.953,102.9863,3.3,5.0751,6,1,1
334466,2019-08-21 15:06:25.0,B,A,143.17,143.652,0.8,31.5349,5,1,0
334467,2019-08-21 15:06:47.0,G,A,110.059,110.3124,0.9,7.6563,5,1,0
334468,2019-08-21 08:40:32.0,K,B,129.241,129.0546,0.002,6.9906,10,-1,0
334474,2019-08-21 11:33:16.0,E,D,102.992,102.971,2.394,4.0499,13,-1,1
334478,2019-08-21 11:31:15.0,I,D,116.173,115.9838,1.49,5.7374,15,-1,0
334539,2019-04-29 13:40:50.0,A,B,104.481,104.4812,0.005,9.0636,5,1,0
334540,2019-04-29 14:30:53.0,A,B,104.501,104.5015,0.002,9.0656,5,-1,0
334541,2019-04-29 15:18:28.0,C,B,104.177,104.1769,0.4,9.686,5,-1,0
334543,2019-04-29 11:04:44.0,D,A,102.898,102.9484,2.0,14.3967,6,1,0
334548,2019-04-29 08:44:22.0,C,A,104.221,104.2278,9.0,9.6914,5,1,1
334630,2019-05-29 15:15:47.0,F,A,115.358,115.298,0.273,14.1055,5,-1,0
334637,2019-05-29 12:41:58.0,I,D,114.634,114.602,0.311,5.8819,15,-1,0
334640,2019-05-29 15:25:28.0,A,C,106.846,106.8943,0.101,9.2294,5,1,0
334642,2019-05-29 08:54:24.0,G,B,106.969,106.924,10.0,7.6066,5,-1,0
334724,2019-07-29 15:09:46.0,F,A,122.383,122.4276,0.012,14.9736,5,1,0
334727,2019-07-29 15:20:13.0,H,D,113.27,113.2209,0.029,7.2652,10,-1,1
334744,2019-07-29 15:15:24.0,C,C,110.961,110.9046,0.34,10.1686,5,-1,0
334745,2019-07-29 15:20:13.0,C,D,110.924,110.8887,0.235,10.1682,10,-1,0
334750,2019-07-29 08:51:51.0,L,A,102.464,102.484,4.4,5.1089,5,1,1
334786,2019-08-29 09:46:54.0,H,A,114.527,114.5524,20.2,7.276,3,1,1
334793,2019-08-29 13:16:18.0,F,B,127.305,127.3445,0.004,15.5903,10,1,0
334797,2019-08-29 08:37:49.0,C,D,113.439,113.3356,0.08,10.3355,10,-1,0
334888,2019-10-29 12:50:50.0,L,A,102.01,102.0136,0.3,4.9315,4,1,0
334889,2019-10-29 12:51:12.0,H,A,112.626,112.655,11.1,7.12,4,1,0
334893,2019-10-29 15:20:46.0,B,A,137.254,137.3053,2.228,31.1414,2,1,0
334902,2019-10-29 14:18:47.0,A,B,110.374,110.3623,0.04,9.3811,10,-1,0
334903,2019-10-29 15:06:54.0,C,B,111.171,111.1769,0.002,10.1967,10,1,0
334904,2019-10-29 10:00:29.0,G,A,108.763,108.7904,10.75,7.4952,4,1,0
335054,2019-01-30 16:16:56.0,H,C,107.707,107.6791,0.061,7.3068,5,-1,0
335057,2019-01-30 16:19:48.0,B,C,105.643,105.5515,0.027,21.7306,5,-1,0
335146,2019-04-30 09:02:37.0,B,B,111.202,111.2315,0.7,23.1022,5,1,0
335148,2019-04-30 14:27:28.0,I,B,113.945,113.9453,0.001,5.9158,5,1,0
335154,2019-04-30 08:15:56.0,A,A,104.387,104.3671,10.0,9.0512,5,-1,0
335164,2019-04-30 15:17:31.0,H,B,109.906,109.906,0.038,7.2465,5,-1,0
335165,2019-04-30 15:18:38.0,J,B,108.634,108.5724,0.027,11.0093,5,-1,0
335219,2019-08-16 10:06:24.0,A,B,113.265,113.2264,0.004,9.6377,10,-1,0
335224,2019-08-16 08:48:18.0,B,A,147.153,147.1809,1.0,32.4912,5,1,1
335230,2019-08-16 13:52:03.0,H,A,114.536,114.4829,0.21,7.3066,6,-1,0
335235,2019-08-16 15:14:04.0,I,C,115.897,115.9498,0.3,5.7438,5,1,0
335239,2019-08-16 11:21:18.0,B,A,147.099,146.685,10.023,32.3563,2,-1,0
335325,2019-10-16 08:24:13.0,G,A,109.19,109.215,1.5,7.4952,5,1,0
335326,2019-10-16 13:46:44.0,C,A,111.578,111.5937,1.5,10.1967,5,1,0
335332,2019-10-16 13:46:54.0,G,A,109.084,109.1051,0.5,7.4952,5,1,0
335333,2019-10-16 10:57:10.0,B,A,139.309,139.4017,0.3,31.1414,6,1,0
335334,2019-10-16 07:32:44.0,H,A,113.145,113.1612,1.5,7.12,5,1,0
335622,2019-05-17 10:53:18.0,K,B,127.221,127.2207,0.001,7.1218,5,1,1
335625,2019-05-17 13:18:46.0,B,A,114.279,114.5083,4.0,23.9453,5,1,0
335628,2019-05-17 15:13:01.0,I,A,114.397,114.3973,0.038,5.8962,5,1,0
335629,2019-05-17 14:42:08.0,G,B,106.065,106.0679,0.015,7.562,5,1,0
335631,2019-05-17 15:11:11.0,I,B,114.39,114.3902,0.025,5.8962,5,1,0
335632,2019-05-17 15:11:12.0,L,B,100.992,100.9921,0.081,5.213,5,-1,0
335634,2019-05-17 15:10:08.0,B,C,114.46,114.3695,0.083,23.9037,5,-1,0
335666,2019-06-17 13:04:42.0,B,A,126.59,126.5415,5.03,27.083,3,-1,0
335667,2019-06-17 07:40:01.0,L,A,101.678,101.6703,7.0,5.1754,6,-1,0
335668,2019-06-17 08:36:54.0,D,A,112.033,112.0603,0.5,15.7651,6,1,0
335669,2019-06-17 09:47:16.0,D,A,111.845,111.8865,0.75,15.743,6,1,0
335671,2019-06-17 11:05:35.0,B,A,127.117,127.1087,0.5,27.2364,6,-1,0
335678,2019-06-17 15:15:09.0,K,C,128.109,128.0743,0.086,7.1015,5,-1,0
335723,2019-07-17 15:12:37.0,D,B,114.142,114.2317,0.331,16.0511,5,1,0
335733,2019-07-17 15:12:36.0,D,A,114.341,114.261,0.019,16.0511,6,-1,0
335735,2019-07-17 15:23:38.0,G,C,108.477,108.535,0.282,7.6077,5,1,0
335737,2019-07-17 15:23:38.0,A,C,109.436,109.5704,0.276,9.3649,5,1,0
335793,2019-09-17 10:56:11.0,E,A,102.485,102.4728,7.2,3.9484,4,-1,1
335875,2019-05-03 07:27:34.0,A,A,104.582,104.5468,7.0,9.058,6,-1,0
335886,2019-05-03 15:16:00.0,B,B,111.975,112.1003,0.037,23.3287,5,1,0
335923,2019-06-03 08:02:00.0,G,A,107.05,107.0707,11.0,7.6058,5,1,0
335941,2019-06-03 08:01:17.0,D,A,107.983,108.0017,6.0,15.1412,6,1,0
335945,2019-06-03 14:36:01.0,I,D,114.817,114.7859,2.04,5.8799,14,-1,0
335994,2019-07-03 08:36:52.0,L,A,102.999,102.9314,8.5,5.2082,5,-1,0
335996,2019-07-03 09:30:40.0,F,A,124.317,124.221,1.5,15.2991,5,-1,0
335999,2019-07-03 10:41:23.0,F,A,124.345,124.2215,1.5,15.2992,5,-1,0
336000,2019-07-03 11:41:14.0,E,A,103.004,103.0737,3.75,4.1915,5,1,0
336012,2019-07-03 09:25:20.0,L,B,102.898,102.898,0.004,5.2059,5,-1,0
336013,2019-07-03 11:42:14.0,K,B,129.609,129.6088,0.013,7.1623,5,1,1
336016,2019-07-03 15:27:33.0,D,B,117.641,117.5726,0.003,16.6237,5,-1,0
336017,2019-07-03 07:28:41.0,D,A,117.5,116.9559,1.25,16.5258,6,-1,0
336032,2019-07-03 15:08:16.0,D,A,117.556,117.523,0.019,16.6147,5,-1,0
336110,2019-09-03 11:20:02.0,F,A,126.807,126.6912,5.3,15.4902,5,-1,0
336120,2019-09-03 10:08:33.0,A,B,112.515,112.5396,0.001,9.5278,10,1,0
336121,2019-09-03 12:58:36.0,F,B,126.507,126.552,0.011,15.4693,10,1,0
336129,2019-09-03 14:55:22.0,C,B,113.309,113.3273,0.415,10.327,10,1,0
336136,2019-09-03 15:06:38.0,I,C,116.118,116.08,0.053,5.7068,5,-1,0
336137,2019-09-03 15:06:38.0,A,C,112.525,112.4768,0.025,9.5208,5,-1,0
336189,2019-10-03 10:42:59.0,H,A,113.706,113.7254,7.25,7.1192,4,1,0
336193,2019-10-03 15:09:00.0,L,A,102.718,102.7327,0.468,4.9342,5,1,0
336382,2019-02-04 15:47:26.0,I,B,112.616,112.6155,0.004,6.0577,5,-1,0
336388,2019-02-04 11:33:00.0,B,A,106.005,106.1304,2.0,21.8815,6,1,0
336389,2019-02-04 14:06:13.0,B,A,105.81,105.9959,2.0,21.846,6,1,0
336391,2019-02-04 15:53:26.0,E,C,100.578,100.565,0.186,4.4681,5,-1,0
336394,2019-02-04 16:12:45.0,A,C,101.368,101.3783,0.088,8.9615,5,1,0
336428,2019-03-04 08:31:58.0,C,A,101.345,101.3706,3.5,9.5233,6,1,0
336433,2019-03-04 13:45:42.0,B,B,105.807,105.732,1.38,21.7374,5,-1,0
336435,2019-03-04 16:10:03.0,F,B,107.762,107.8453,0.007,13.2305,5,1,0
336515,2019-10-21 10:51:12.0,H,A,112.722,112.7385,1.5,7.12,6,1,1
336516,2019-10-21 10:49:48.0,L,A,102.091,102.093,0.75,4.9315,5,1,0
336518,2019-10-21 13:54:56.0,C,A,111.274,111.293,0.25,10.1967,5,1,0
336725,2019-02-22 16:10:39.0,F,A,108.083,107.954,0.074,13.2621,5,-1,0
336786,2019-03-22 09:04:30.0,F,A,110.557,110.4963,6.5,13.5691,5,-1,0
336788,2019-03-22 09:36:59.0,E,A,101.334,101.2999,2.5,4.3776,5,-1,0
336789,2019-03-22 11:53:06.0,F,A,110.576,110.4998,6.5,13.5689,5,-1,0
336791,2019-03-22 16:12:36.0,B,B,109.968,110.2103,0.004,22.8913,5,1,0
336885,2019-05-22 10:05:37.0,B,A,114.12,114.0964,2.25,23.8353,5,-1,0
336886,2019-05-22 10:07:42.0,C,A,105.458,105.4682,8.5,9.771,5,1,0
336958,2019-07-22 07:51:09.0,E,A,102.581,102.6139,12.5,4.1152,5,1,0
336959,2019-07-22 12:41:03.0,A,A,110.01,110.0006,8.145,9.3937,5,1,1
337001,2019-08-22 13:19:11.0,E,A,102.92,102.9379,1.5,4.0402,5,1,1
337003,2019-08-22 07:51:44.0,J,B,119.506,119.5383,0.173,11.99,10,1,0
337007,2019-08-22 14:08:23.0,A,B,112.157,112.1871,0.002,9.52,10,1,0
337012,2019-08-22 10:24:53.0,L,A,102.939,102.9542,1.0,5.065,4,1,1
337013,2019-08-22 13:23:12.0,D,A,120.014,119.9866,2.0,16.8865,4,-1,0
337014,2019-08-22 13:27:51.0,L,A,102.797,102.8127,1.0,5.0566,4,1,1
337021,2019-08-22 15:14:18.0,D,A,119.897,119.8648,0.94,16.8667,6,-1,0
337024,2019-08-22 15:14:51.0,F,A,126.457,126.412,0.51,15.4758,6,-1,0
337101,2019-10-22 07:18:29.0,L,B,102.137,102.1394,0.1,4.9315,10,1,0
337105,2019-10-22 09:37:35.0,F,A,124.168,124.1321,1.9,14.9633,4,-1,0
337156,2019-05-30 07:52:17.0,B,A,117.975,117.8303,3.4,24.7986,5,-1,0
337161,2019-05-30 11:02:57.0,K,B,127.553,127.5534,0.001,7.1095,5,1,0
337237,2019-07-30 08:10:30.0,L,A,102.393,102.4207,1.3,5.1023,5,1,0
337238,2019-07-30 09:01:24.0,E,A,102.663,102.6874,1.7,4.0968,5,1,0
337240,2019-07-30 10:13:06.0,L,A,102.364,102.3922,1.3,5.1006,5,1,0
337242,2019-07-30 15:09:12.0,E,A,102.704,102.6883,0.038,4.0967,5,-1,0
337243,2019-07-30 15:09:46.0,D,A,115.58,115.5527,0.038,16.2317,5,-1,0
337244,2019-07-30 15:11:35.0,B,A,132.692,132.5925,0.051,28.6164,5,-1,0
337252,2019-07-30 08:52:09.0,D,B,115.432,115.4953,0.039,16.2212,5,1,0
337295,2019-08-30 13:35:56.0,G,A,110.408,110.4687,55.7,7.6391,2,1,0
337298,2019-08-30 15:03:44.0,D,A,120.185,120.2356,0.28,16.9059,5,1,0
337308,2019-08-30 09:01:08.0,L,A,103.016,103.023,10.0,5.0469,4,1,0
337309,2019-08-30 12:07:54.0,H,A,114.399,114.4721,4.25,7.2678,5,1,0
337312,2019-08-30 15:08:10.0,L,A,103.097,103.0761,0.78,5.05,5,-1,0
337316,2019-08-30 10:00:38.0,K,B,129.296,129.3205,0.014,6.9789,10,1,0
337319,2019-08-30 13:07:17.0,D,B,120.126,120.0866,0.006,16.8826,10,-1,0
337323,2019-08-30 15:13:31.0,F,B,126.807,126.762,0.35,15.503,10,-1,0
337324,2019-08-30 15:13:32.0,A,B,112.471,112.441,0.756,9.5226,10,-1,0
337325,2019-08-30 15:17:38.0,L,B,103.109,103.088,0.038,5.0507,10,-1,0
337327,2019-08-30 15:19:57.0,G,B,110.594,110.548,0.022,7.6451,10,-1,0
337333,2019-08-30 15:27:06.0,B,B,143.232,143.1555,0.013,31.3763,10,-1,0
337337,2019-08-30 15:12:33.0,E,C,103.134,103.0985,0.269,4.0254,5,-1,0
337376,2019-09-30 07:26:11.0,D,A,119.28,119.2623,1.25,16.7693,4,-1,0
337377,2019-09-30 09:35:32.0,C,A,112.466,112.4974,1.0,10.1704,4,1,0
337384,2019-09-30 15:36:29.0,J,A,118.67,118.6353,0.806,11.771,4,-1,0
337397,2019-09-30 15:09:17.0,F,C,125.762,125.8342,0.314,15.265,5,1,0
337597,2019-01-31 16:09:29.0,A,A,101.849,101.849,0.13,9.0146,5,-1,1
337613,2019-01-31 16:07:11.0,A,C,101.885,101.8285,1.437,9.0121,5,-1,0
337616,2019-01-31 16:20:27.0,H,C,107.897,107.9961,0.362,7.3243,5,1,0
337746,2019-05-31 15:41:39.0,I,A,114.756,114.7557,0.735,5.8807,5,-1,0
337747,2019-05-31 15:42:30.0,D,A,107.878,107.802,0.29,15.1118,5,-1,0
337759,2019-05-31 15:13:45.0,I,B,114.731,114.7254,0.01,5.8797,5,-1,0
337760,2019-05-31 15:14:05.0,G,B,107.014,107.0138,0.099,7.6038,5,1,0
337763,2019-05-31 15:21:50.0,H,B,111.517,111.5166,0.11,7.2864,5,1,0
337764,2019-05-31 15:22:30.0,C,B,107.04,107.0398,0.145,9.9091,5,-1,0
337856,2019-07-31 15:24:22.0,B,A,134.674,134.7093,1.3,29.18,4,1,0
337857,2019-07-31 10:50:28.0,B,A,133.597,133.544,1.6,28.8757,5,-1,1
337869,2019-07-31 14:14:21.0,A,B,110.808,110.7663,0.044,9.4463,5,-1,0
337876,2019-07-31 15:14:11.0,L,B,102.712,102.6917,0.047,5.1157,5,-1,0
337892,2019-07-31 15:25:31.0,B,B,134.777,134.6371,0.035,29.1708,5,-1,0
337904,2019-07-31 07:50:11.0,G,A,109.261,109.2188,2.5,7.6256,5,-1,0
337908,2019-07-31 09:44:17.0,H,A,113.433,113.3667,2.25,7.2722,5,-1,1
338586,2019-03-14 10:32:23.0,K,B,125.789,125.789,0.005,7.1928,5,1,0
338588,2019-03-14 15:38:21.0,B,B,107.708,107.6325,0.001,22.221,5,-1,0
338637,2019-05-14 10:32:59.0,D,A,103.464,103.4145,1.0,14.443,5,-1,0
338642,2019-05-14 12:33:13.0,C,A,104.489,104.4716,5.0,9.6838,6,-1,1
338648,2019-05-14 11:30:51.0,A,B,104.79,104.7903,0.002,9.059,5,-1,0
338649,2019-05-14 13:47:27.0,G,B,105.398,105.398,0.001,7.5196,5,1,0
338705,2019-06-14 09:41:27.0,F,A,119.462,119.4312,0.1,14.6543,5,-1,0
338710,2019-06-14 15:09:16.0,L,A,101.647,101.6465,0.024,5.1769,6,1,0
338711,2019-06-14 15:09:16.0,C,A,109.178,109.1775,0.238,10.0995,6,1,0
338713,2019-06-14 08:57:00.0,D,B,111.638,109.1065,10.0,10.0914,5,1,0
338771,2019-08-14 11:16:41.0,D,A,119.518,119.4758,1.0,16.83,5,-1,0
338780,2019-08-14 07:52:42.0,H,A,114.017,113.9736,1.0,7.28,7,-1,0
338784,2019-08-14 10:14:24.0,K,B,129.074,129.112,0.001,7.0132,10,1,0
338788,2019-08-14 15:14:30.0,J,B,119.121,119.0675,0.062,11.9649,10,-1,0
338790,2019-08-14 15:18:34.0,G,C,110.061,110.1205,0.925,7.6598,5,1,0
338793,2019-08-14 09:05:15.0,L,A,102.644,102.6741,1.5,5.0762,5,1,0
338851,2019-10-14 11:11:07.0,H,A,113.298,113.2729,0.7,7.12,4,-1,0
338861,2019-10-14 08:05:39.0,H,A,113.393,113.3678,0.8,7.12,4,-1,0
338862,2019-10-14 08:06:32.0,C,A,112.204,112.205,5.0,10.1967,4,-1,1
338863,2019-10-14 09:07:01.0,D,A,118.444,118.4813,5.4,16.7509,4,1,0
338864,2019-10-14 09:07:15.0,J,A,118.008,117.9659,4.2,11.7019,4,-1,1
338999,2019-02-15 13:57:03.0,C,A,100.862,100.8898,7.0,9.5068,5,1,0
339002,2019-02-15 08:44:50.0,B,B,104.85,104.757,11.912,21.5008,5,-1,0
339005,2019-02-15 14:58:03.0,G,B,102.881,102.8806,0.004,7.5294,5,1,0
339018,2019-02-15 10:03:41.0,B,A,104.634,104.5374,1.0,21.4467,5,-1,0
339273,2019-04-23 09:37:32.0,K,B,126.059,126.059,0.033,7.111,5,1,1
339274,2019-04-23 09:51:14.0,F,A,110.153,110.1893,1.0,13.4582,6,1,0
339342,2019-05-23 09:16:50.0,C,A,105.622,105.635,10.0,9.7801,5,1,0
339416,2019-07-23 10:05:55.0,G,A,108.782,108.7521,3.0,7.6098,5,-1,0
339417,2019-07-23 10:06:43.0,F,A,121.384,121.4197,2.0,14.8463,5,1,0
339420,2019-07-23 10:23:54.0,A,B,109.869,109.8267,0.008,9.3746,5,-1,0
339422,2019-07-23 14:21:28.0,B,B,131.123,131.1231,2.627,28.2378,5,-1,1
339460,2019-08-23 12:39:07.0,B,B,141.24,141.735,4.028,31.0102,5,1,0
339462,2019-08-23 13:01:13.0,E,B,102.956,102.934,1.0,4.0371,10,-1,0
339466,2019-08-23 11:01:42.0,L,A,102.798,102.7852,2.0,5.0522,5,-1,0
339506,2019-09-23 10:19:51.0,E,A,102.712,102.7091,15.9,3.9443,3,-1,0
339511,2019-09-23 12:20:56.0,D,A,119.102,119.1402,4.7,16.6252,4,1,0
339569,2019-10-23 08:35:08.0,L,D,102.225,102.2686,20.0,4.9315,7,1,0
339570,2019-10-23 08:29:20.0,L,A,102.26,102.269,3.25,4.9315,4,1,1
339571,2019-10-23 13:06:19.0,I,A,114.877,114.89,2.5,5.5808,6,1,1
339580,2019-10-23 13:06:19.0,J,A,117.613,117.5896,1.7,11.6155,6,-1,0
339581,2019-10-23 15:12:33.0,G,B,109.108,109.086,0.005,7.4952,10,-1,0
339818,2019-04-24 14:22:44.0,A,A,103.923,103.9007,8.0,9.0217,5,-1,0
339829,2019-04-24 12:52:03.0,L,B,100.142,100.1419,0.35,5.228,5,-1,0
339831,2019-04-24 15:12:31.0,D,B,102.13,102.0924,0.034,14.2724,5,-1,0
339885,2019-10-17 14:46:16.0,L,B,102.271,102.2697,29.451,4.9315,5,1,0
339888,2019-10-17 07:54:44.0,C,A,111.477,111.4417,9.0,10.1967,4,-1,0
339889,2019-10-17 14:44:29.0,D,A,117.951,117.9839,2.1,16.7509,4,1,1
339890,2019-10-17 14:48:12.0,C,A,111.678,111.6984,2.0,10.1967,4,1,1
339891,2019-10-17 13:26:14.0,J,A,117.469,117.4338,0.3,11.584,5,-1,0
340067,2019-02-18 15:09:11.0,I,B,112.647,112.6467,0.003,6.0232,5,1,0
340104,2019-03-18 13:07:00.0,E,A,100.997,101.0014,2.0,4.378,5,1,0
340111,2019-03-18 16:15:53.0,K,B,126.013,126.0129,0.005,7.2033,5,1,0
340136,2019-04-18 15:11:08.0,A,A,103.961,103.9615,0.01,9.0318,5,-1,1
340143,2019-04-18 15:05:12.0,B,B,110.331,110.4491,0.001,22.9056,5,1,0
340144,2019-04-18 15:06:14.0,B,B,110.321,110.4241,0.001,22.903,5,1,0
340222,2019-06-18 11:32:39.0,L,A,101.963,101.9655,5.75,5.1907,6,-1,0
340223,2019-06-18 15:33:17.0,K,D,128.882,128.9043,3.008,7.1557,5,1,0
340228,2019-06-18 09:17:17.0,F,A,120.323,120.1292,1.0,14.7492,5,-1,0
340229,2019-06-18 10:22:52.0,F,A,120.33,120.2892,1.0,14.7684,5,-1,0
340236,2019-06-18 15:10:35.0,B,B,130.766,130.7931,0.003,28.217,5,1,0
340237,2019-06-18 15:11:22.0,C,B,110.292,110.2923,0.003,10.212,5,-1,0
340240,2019-06-18 08:32:14.0,I,B,115.19,115.1895,0.001,5.8643,5,1,0
340241,2019-06-18 10:26:42.0,A,B,109.264,109.2645,0.003,9.4118,5,1,0
340351,2019-09-18 08:07:40.0,E,A,102.449,102.4334,3.0,3.9484,5,-1,0
340390,2019-10-18 12:58:28.0,B,A,138.524,138.5081,1.9,31.1414,4,1,1
340391,2019-10-18 14:36:13.0,L,A,102.27,102.2722,2.1,4.9315,6,1,0
340392,2019-10-18 14:47:24.0,E,A,102.441,102.4364,24.5,4.0,4,-1,0
340402,2019-10-18 13:17:51.0,K,B,127.522,127.5549,0.006,6.8256,10,1,0
340407,2019-10-18 14:36:13.0,G,A,109.139,109.1544,3.15,7.4952,6,1,0
340412,2019-10-18 08:41:51.0,F,A,124.35,124.31,1.5,15.0314,4,-1,0
340413,2019-10-18 10:03:30.0,D,A,117.779,117.8252,3.25,16.7509,4,1,0
341357,2019-05-24 09:01:47.0,J,A,110.52,110.5273,1.0,11.1779,5,1,0
341358,2019-05-24 15:08:10.0,C,A,105.971,105.9712,0.242,9.8133,5,1,0
341359,2019-05-24 15:10:42.0,E,A,101.873,101.873,0.07,4.2347,5,-1,0
341363,2019-05-24 13:56:32.0,B,B,114.84,114.9565,0.006,24.0465,5,1,0
341364,2019-05-24 13:56:45.0,I,B,114.458,114.4639,0.023,5.881,5,1,0
341365,2019-05-24 13:57:41.0,I,B,114.459,114.4639,0.023,5.881,5,1,0
341367,2019-05-24 08:17:43.0,D,A,105.69,105.6404,6.0,14.7775,6,-1,0
341368,2019-05-24 09:03:29.0,D,A,105.802,105.7371,6.0,14.7923,6,-1,0
341408,2019-06-24 15:06:46.0,B,A,131.638,131.5931,0.261,28.4208,5,-1,0
341410,2019-06-24 10:34:12.0,K,B,128.534,128.534,0.002,7.1137,5,1,1
341411,2019-06-24 13:58:28.0,G,B,108.475,108.4749,0.002,7.6649,5,-1,0
341412,2019-06-24 13:58:43.0,C,B,110.046,110.0456,0.247,10.1708,5,-1,0
341414,2019-06-24 08:05:52.0,D,A,113.906,113.9064,2.75,16.0524,6,1,0
341415,2019-06-24 08:05:52.0,B,A,131.562,131.2732,2.75,28.3353,6,-1,0
341416,2019-06-24 14:11:46.0,B,B,131.752,131.582,0.004,28.4154,5,-1,0
341417,2019-06-24 14:11:52.0,A,B,109.534,109.5336,0.027,9.4225,5,-1,0
341418,2019-06-24 10:22:38.0,F,A,121.399,121.2802,3.0,14.8967,6,-1,0
